tailnum,manufacturer,issue_date,model,status,aircraft_type,engine_type
N819UA,AIRBUS INDUSTRIE,1998-10-22,A319-131,1,Fixed Wing Multi-Engine,Turbo-Jet
N820AE,EMBRAER,2002-03-22,EMB-135KL,1,Fixed Wing Multi-Engine,Turbo-Jet
N820AS,CANADAIR,1997-11-29,CL-600-2B19,1,Fixed Wing Multi-Engine,Turbo-Jet
N820AW,AIRBUS INDUSTRIE,2004-12-08,A319-132,1,Fixed Wing Multi-Engine,Turbo-Jet
N820NW,AIRBUS,2007-09-13,A330-323,1,Fixed Wing Multi-Engine,Turbo-Fan
N820SK,BOMBARDIER INC,2007-04-12,CL600-2D24,1,Fixed Wing Multi-Engine,Turbo-Fan
N820UA,AIRBUS INDUSTRIE,1998-10-27,A319-131,1,Fixed Wing Multi-Engine,Turbo-Jet
N821AE,EMBRAER,2002-03-22,EMB-135KL,1,Fixed Wing Multi-Engine,Turbo-Jet
N821AS,CANADAIR,1997-09-26,CL-600-2B19,1,Fixed Wing Multi-Engine,Turbo-Jet
N821AW,AIRBUS INDUSTRIE,2004-12-09,A319-132,1,Fixed Wing Multi-Engine,Turbo-Jet
N821CA,BOMBARDIER INC,2008-01-16,CL-600-2B19,1,Fixed Wing Multi-Engine,Turbo-Fan
N821NW,AIRBUS,2007-10-16,A330-323,1,Fixed Wing Multi-Engine,Turbo-Fan
N821SK,BOMBARDIER INC,2007-04-17,CL600-2D24,1,Fixed Wing Multi-Engine,Turbo-Fan
N821UA,AIRBUS INDUSTRIE,1999-01-21,A319-131,1,Fixed Wing Multi-Engine,Turbo-Jet
N822AE,EMBRAER,2002-04-15,EMB-135KL,1,Fixed Wing Multi-Engine,Turbo-Jet
N822AW,AIRBUS INDUSTRIE,2005-01-11,A319-132,1,Fixed Wing Multi-Engine,Turbo-Jet
N822UA,AIRBUS INDUSTRIE,1999-02-02,A319-131,1,Fixed Wing Multi-Engine,Turbo-Jet
N823AE,EMBRAER,2002-04-22,EMB-135KL,1,Fixed Wing Multi-Engine,Turbo-Jet
N823AL,BOEING,2007-04-17,737-230,1,Fixed Wing Multi-Engine,Turbo-Jet
N823AS,CANADAIR,1997-10-17,CL-600-2B19,1,Fixed Wing Multi-Engine,Turbo-Jet
N823AW,AIRBUS INDUSTRIE,2001-04-03,A319-132,1,Fixed Wing Multi-Engine,Turbo-Jet
N823UA,AIRBUS INDUSTRIE,1999-02-12,A319-131,1,Fixed Wing Multi-Engine,Turbo-Jet
N824AE,EMBRAER,2002-04-22,EMB-135KL,1,Fixed Wing Multi-Engine,Turbo-Jet
N824AL,BOEING,2007-04-11,737-282,1,Fixed Wing Multi-Engine,Turbo-Jet
N824AS,CANADAIR,1997-11-18,CL-600-2B19,1,Fixed Wing Multi-Engine,Turbo-Jet
N824AW,AIRBUS INDUSTRIE,2005-01-11,A319-132,1,Fixed Wing Multi-Engine,Turbo-Jet
N824UA,AIRBUS INDUSTRIE,1999-02-18,A319-131,1,Fixed Wing Multi-Engine,Turbo-Jet
N825AE,EMBRAER,2002-05-13,EMB-135KL,1,Fixed Wing Multi-Engine,Turbo-Jet
N825AS,CANADAIR,1997-12-05,CL-600-2B19,1,Fixed Wing Multi-Engine,Turbo-Jet
N825AW,AIRBUS INDUSTRIE,2005-01-19,A319-132,1,Fixed Wing Multi-Engine,Turbo-Jet
N825MH,BOEING,2000-12-15,767-432ER,1,Fixed Wing Multi-Engine,Turbo-Jet
N825UA,AIRBUS INDUSTRIE,1999-03-18,A319-131,1,Fixed Wing Multi-Engine,Turbo-Jet
N826AE,EMBRAER,2002-05-20,EMB-135KL,1,Fixed Wing Multi-Engine,Turbo-Jet
N826AL,BOEING,2007-12-06,737-282C,1,Fixed Wing Multi-Engine,Turbo-Jet
N826AS,CANADAIR,2004-05-18,CL-600-2B19,1,Fixed Wing Multi-Engine,Turbo-Jet
N826AW,AIRBUS INDUSTRIE,2005-01-19,A319-132,1,Fixed Wing Multi-Engine,Turbo-Jet
N826MH,BOEING,2000-12-01,767-432ER,1,Fixed Wing Multi-Engine,Turbo-Jet
N826UA,AIRBUS INDUSTRIE,1999-03-30,A319-131,1,Fixed Wing Multi-Engine,Turbo-Jet
N827AE,EMBRAER,2002-06-17,EMB-135KL,1,Fixed Wing Multi-Engine,Turbo-Jet
N827AS,CANADAIR,2004-04-01,CL-600-2B19,1,Fixed Wing Multi-Engine,Turbo-Jet
N827AW,AIRBUS INDUSTRIE,2005-01-25,A319-132,1,Fixed Wing Multi-Engine,Turbo-Jet
N827MH,BOEING,2001-02-27,767-432ER,1,Fixed Wing Multi-Engine,Turbo-Jet
N827UA,AIRBUS INDUSTRIE,1999-05-28,A319-131,1,Fixed Wing Multi-Engine,Turbo-Jet
N828AE,EMBRAER,2002-06-24,EMB-135KL,1,Fixed Wing Multi-Engine,Turbo-Jet
N828AL,BOEING,2005-12-19,737-236,1,Fixed Wing Multi-Engine,Turbo-Jet
N828AS,CANADAIR,2004-04-01,CL-600-2B19,1,Fixed Wing Multi-Engine,Turbo-Jet
N828AW,AIRBUS INDUSTRIE,2005-01-25,A319-132,1,Fixed Wing Multi-Engine,Turbo-Jet
N828MH,BOEING,2000-08-14,767-432ER,1,Fixed Wing Multi-Engine,Turbo-Jet
N828UA,AIRBUS INDUSTRIE,1999-06-16,A319-131,1,Fixed Wing Multi-Engine,Turbo-Jet
N829AE,EMBRAER,2002-06-28,EMB-135KL,1,Fixed Wing Multi-Engine,Turbo-Jet
N829AS,CANADAIR,2004-04-23,CL-600-2B19,1,Fixed Wing Multi-Engine,Turbo-Jet
N829AW,AIRBUS INDUSTRIE,2005-02-02,A319-132,1,Fixed Wing Multi-Engine,Turbo-Jet
N829MH,BOEING,2000-08-24,767-432ER,1,Fixed Wing Multi-Engine,Turbo-Jet
N829UA,AIRBUS INDUSTRIE,2000-04-28,A319-131,1,Fixed Wing Multi-Engine,Turbo-Jet
N830AE,EMBRAER,2002-07-22,EMB-135KL,1,Fixed Wing Multi-Engine,Turbo-Jet
N830AS,CANADAIR,2004-04-01,CL-600-2B19,1,Fixed Wing Multi-Engine,Turbo-Jet
N830AW,AIRBUS INDUSTRIE,2005-02-02,A319-132,1,Fixed Wing Multi-Engine,Turbo-Jet
N830MH,BOEING,2000-09-15,767-432ER,1,Fixed Wing Multi-Engine,Turbo-Jet
N830UA,AIRBUS INDUSTRIE,2000-06-09,A319-131,1,Fixed Wing Multi-Engine,Turbo-Jet
N831AE,EMBRAER,2002-07-22,EMB-135KL,1,Fixed Wing Multi-Engine,Turbo-Jet
N831AW,AIRBUS INDUSTRIE,2005-02-17,A319-132,1,Fixed Wing Multi-Engine,Turbo-Jet
N831MH,BOEING,2000-09-21,767-432ER,1,Fixed Wing Multi-Engine,Turbo-Jet
N831UA,AIRBUS INDUSTRIE,2000-08-10,A319-131,1,Fixed Wing Multi-Engine,Turbo-Jet
N832AE,EMBRAER,2002-08-22,EMB-135KL,1,Fixed Wing Multi-Engine,Turbo-Jet
N832AS,CANADAIR,2004-05-12,CL-600-2B19,1,Fixed Wing Multi-Engine,Turbo-Jet
N832AW,AIRBUS INDUSTRIE,2005-02-17,A319-132,1,Fixed Wing Multi-Engine,Turbo-Jet
N832MH,BOEING,2000-09-27,767-432ER,1,Fixed Wing Multi-Engine,Turbo-Jet
N832UA,AIRBUS INDUSTRIE,2000-09-25,A319-131,1,Fixed Wing Multi-Engine,Turbo-Jet
N833AE,EMBRAER,2002-08-27,EMB-135KL,1,Fixed Wing Multi-Engine,Turbo-Jet
N833AS,BOMBARDIER INC,2004-04-14,CL-600-2B19,1,Fixed Wing Multi-Engine,Turbo-Fan
N833AW,AIRBUS,2005-02-17,A319-132,1,Fixed Wing Multi-Engine,Turbo-Fan
N833MH,BOEING,2000-10-16,767-432ER,1,Fixed Wing Multi-Engine,Turbo-Jet
N833UA,AIRBUS INDUSTRIE,2001-01-11,A319-131,1,Fixed Wing Multi-Engine,Turbo-Jet
N834AE,EMBRAER,2002-08-29,EMB-135KL,1,Fixed Wing Multi-Engine,Turbo-Jet
N834AS,BOMBARDIER INC,2004-04-30,CL-600-2B19,1,Fixed Wing Multi-Engine,Turbo-Fan
N834AW,AIRBUS,2004-10-04,A319-132,1,Fixed Wing Multi-Engine,Turbo-Fan
N834MH,BOEING,2000-11-07,767-432ER,1,Fixed Wing Multi-Engine,Turbo-Jet
N834UA,AIRBUS INDUSTRIE,2001-02-08,A319-131,1,Fixed Wing Multi-Engine,Turbo-Jet
N835AE,EMBRAER,2002-09-11,EMB-135KL,1,Fixed Wing Multi-Engine,Turbo-Jet
N835AL,BOEING,2006-03-23,737-2P6,1,Fixed Wing Multi-Engine,Turbo-Jet
N835AS,BOMBARDIER INC,2004-04-16,CL-600-2B19,1,Fixed Wing Multi-Engine,Turbo-Fan
N835AW,AIRBUS,2005-05-12,A319-132,1,Fixed Wing Multi-Engine,Turbo-Fan
N835MH,BOEING,2000-11-07,767-432ER,1,Fixed Wing Multi-Engine,Turbo-Jet
N835UA,AIRBUS INDUSTRIE,2001-02-12,A319-131,1,Fixed Wing Multi-Engine,Turbo-Jet
N836AE,EMBRAER,2002-09-11,EMB-135KL,1,Fixed Wing Multi-Engine,Turbo-Jet
N836AL,BOEING,2006-08-08,737-236,1,Fixed Wing Multi-Engine,Turbo-Jet
N836AS,BOMBARDIER INC,2004-04-30,CL-600-2B19,1,Fixed Wing Multi-Engine,Turbo-Fan
N836AW,AIRBUS,2005-10-12,A319-132,1,Fixed Wing Multi-Engine,Turbo-Fan
N836MH,BOEING,2001-01-31,767-432ER,1,Fixed Wing Multi-Engine,Turbo-Jet
N836UA,AIRBUS INDUSTRIE,2001-03-30,A319-131,1,Fixed Wing Multi-Engine,Turbo-Jet
N837AE,EMBRAER,2002-10-21,EMB-135KL,1,Fixed Wing Multi-Engine,Turbo-Jet
N837AL,BOEING,2006-05-05,737-236,1,Fixed Wing Multi-Engine,Turbo-Jet
N837AS,BOMBARDIER INC,2004-04-01,CL-600-2B19,1,Fixed Wing Multi-Engine,Turbo-Fan
N837AW,AIRBUS,2005-11-04,A319-132,1,Fixed Wing Multi-Engine,Turbo-Fan
N837MH,BOEING,2000-12-21,767-432ER,1,Fixed Wing Multi-Engine,Turbo-Jet
N837UA,AIRBUS INDUSTRIE,2001-04-11,A319-131,1,Fixed Wing Multi-Engine,Turbo-Jet
N838AE,EMBRAER,2002-10-28,EMB-135KL,1,Fixed Wing Multi-Engine,Turbo-Jet
N838AS,BOMBARDIER INC,2004-04-20,CL-600-2B19,1,Fixed Wing Multi-Engine,Turbo-Fan
N838AW,AIRBUS,2005-11-17,A319-132,1,Fixed Wing Multi-Engine,Turbo-Fan
N838MH,BOEING,2001-01-12,767-432ER,1,Fixed Wing Multi-Engine,Turbo-Jet
N838UA,AIRBUS INDUSTRIE,2001-04-17,A319-131,1,Fixed Wing Multi-Engine,Turbo-Jet
N839AE,EMBRAER,2002-10-31,EMB-135KL,1,Fixed Wing Multi-Engine,Turbo-Jet
N839AS,BOMBARDIER INC,2004-04-08,CL-600-2B19,1,Fixed Wing Multi-Engine,Turbo-Fan
N839AW,AIRBUS,2006-02-01,A319-132,1,Fixed Wing Multi-Engine,Turbo-Fan
N839MH,BOEING,2001-01-29,767-432ER,1,Fixed Wing Multi-Engine,Turbo-Jet
N839UA,AIRBUS INDUSTRIE,2001-05-31,A319-131,1,Fixed Wing Multi-Engine,Turbo-Jet
N840AE,EMBRAER,2002-11-12,EMB-135KL,1,Fixed Wing Multi-Engine,Turbo-Jet
N840AS,BOMBARDIER INC,2004-04-01,CL-600-2B19,1,Fixed Wing Multi-Engine,Turbo-Fan
N840AW,AIRBUS,2006-02-13,A319-132,1,Fixed Wing Multi-Engine,Turbo-Fan
N840MH,BOEING,2001-05-24,767-432ER,1,Fixed Wing Multi-Engine,Turbo-Jet
N840UA,AIRBUS INDUSTRIE,2001-06-29,A319-131,1,Fixed Wing Multi-Engine,Turbo-Jet
N841AE,EMBRAER,2002-12-13,EMB-135KL,1,Fixed Wing Multi-Engine,Turbo-Jet
N841AL,BOEING,2007-04-13,737-2X6C,1,Fixed Wing Multi-Engine,Turbo-Jet
N841AS,BOMBARDIER INC,2004-04-08,CL-600-2B19,1,Fixed Wing Multi-Engine,Turbo-Fan
N841MH,BOEING,2001-12-27,767-432ER,1,Fixed Wing Multi-Engine,Turbo-Jet
N841UA,AIRBUS INDUSTRIE,2001-07-20,A319-131,1,Fixed Wing Multi-Engine,Turbo-Jet
N842AE,EMBRAER,2002-12-19,EMB-135KL,1,Fixed Wing Multi-Engine,Turbo-Jet
N842AS,BOMBARDIER INC,2004-04-16,CL-600-2B19,1,Fixed Wing Multi-Engine,Turbo-Fan
N842MH,BOEING,2001-12-27,767-432ER,1,Fixed Wing Multi-Engine,Turbo-Jet
N842UA,AIRBUS INDUSTRIE,2001-09-04,A319-131,1,Fixed Wing Multi-Engine,Turbo-Jet
N843AE,EMBRAER,2003-01-22,EMB-135KL,1,Fixed Wing Multi-Engine,Turbo-Jet
N843AL,BOEING,2008-07-08,737-236,1,Fixed Wing Multi-Engine,Turbo-Jet
N843AS,BOMBARDIER INC,2004-04-22,CL-600-2B19,1,Fixed Wing Multi-Engine,Turbo-Fan
N843MH,BOEING,2002-02-04,767-432ER,1,Fixed Wing Multi-Engine,Turbo-Jet
N843UA,AIRBUS INDUSTRIE,2001-08-31,A319-131,1,Fixed Wing Multi-Engine,Turbo-Jet
N844AE,EMBRAER,2003-01-22,EMB-135KL,1,Fixed Wing Multi-Engine,Turbo-Jet
N844AS,BOMBARDIER INC,2004-04-08,CL-600-2B19,1,Fixed Wing Multi-Engine,Turbo-Fan
N844MH,BOEING,2002-03-14,767-432ER,1,Fixed Wing Multi-Engine,Turbo-Jet
N844UA,AIRBUS INDUSTRIE,2001-11-15,A319-131,1,Fixed Wing Multi-Engine,Turbo-Jet
N845AE,EMBRAER,2003-01-28,EMB-135KL,1,Fixed Wing Multi-Engine,Turbo-Jet
N845AS,BOMBARDIER INC,2004-04-14,CL-600-2B19,1,Fixed Wing Multi-Engine,Turbo-Fan
N845MH,BOEING,2002-04-16,767-432ER,1,Fixed Wing Multi-Engine,Turbo-Jet
N845UA,AIRBUS INDUSTRIE,2001-11-15,A319-131,1,Fixed Wing Multi-Engine,Turbo-Jet
N846AE,EMBRAER,2003-02-18,EMB-135KL,1,Fixed Wing Multi-Engine,Turbo-Jet
N846AS,BOMBARDIER INC,2004-04-14,CL-600-2B19,1,Fixed Wing Multi-Engine,Turbo-Fan
N846UA,AIRBUS INDUSTRIE,2001-11-28,A319-131,1,Fixed Wing Multi-Engine,Turbo-Jet
N847AE,EMBRAER,2003-04-07,EMB-135KL,1,Fixed Wing Multi-Engine,Turbo-Jet
N847AS,BOMBARDIER INC,2004-04-08,CL-600-2B19,1,Fixed Wing Multi-Engine,Turbo-Fan
N847UA,AIRBUS INDUSTRIE,2002-09-06,A319-131,1,Fixed Wing Multi-Engine,Turbo-Jet
N848AE,EMBRAER,2003-04-14,EMB-135KL,1,Fixed Wing Multi-Engine,Turbo-Jet
N848AS,BOMBARDIER INC,2004-04-08,CL-600-2B19,1,Fixed Wing Multi-Engine,Turbo-Fan
N848UA,AIRBUS INDUSTRIE,2002-01-25,A319-131,1,Fixed Wing Multi-Engine,Turbo-Jet
N849AE,EMBRAER,2003-05-12,EMB-135KL,1,Fixed Wing Multi-Engine,Turbo-Jet
N849AS,BOMBARDIER INC,2004-04-20,CL-600-2B19,1,Fixed Wing Multi-Engine,Turbo-Fan
N849UA,AIRBUS INDUSTRIE,2002-02-08,A319-131,1,Fixed Wing Multi-Engine,Turbo-Jet
N850AE,EMBRAER,2003-05-19,EMB-135KL,1,Fixed Wing Multi-Engine,Turbo-Jet
N850AS,BOMBARDIER INC,2004-04-30,CL-600-2B19,1,Fixed Wing Multi-Engine,Turbo-Fan
N850UA,AIRBUS INDUSTRIE,2002-02-08,A319-131,1,Fixed Wing Multi-Engine,Turbo-Jet
N851AE,EMBRAER,2003-06-23,EMB-135KL,1,Fixed Wing Multi-Engine,Turbo-Jet
N851AS,BOMBARDIER INC,2004-04-23,CL-600-2B19,1,Fixed Wing Multi-Engine,Turbo-Fan
N851UA,AIRBUS,2002-03-13,A319-131,1,Fixed Wing Multi-Engine,Turbo-Jet
N852AE,EMBRAER,2003-06-24,EMB-135KL,1,Fixed Wing Multi-Engine,Turbo-Jet
N852AS,BOMBARDIER INC,2004-04-14,CL-600-2B19,1,Fixed Wing Multi-Engine,Turbo-Fan
N852NW,AIRBUS,2004-08-23,A330-223,1,Fixed Wing Multi-Engine,Turbo-Fan
N852UA,AIRBUS,2002-03-25,A319-131,1,Fixed Wing Multi-Engine,Turbo-Jet
N853AE,EMBRAER,2003-07-28,EMB-135KL,1,Fixed Wing Multi-Engine,Turbo-Jet
N853AS,BOMBARDIER INC,2004-04-14,CL-600-2B19,1,Fixed Wing Multi-Engine,Turbo-Fan
N853NW,AIRBUS,2004-09-15,A330-223,1,Fixed Wing Multi-Engine,Turbo-Fan
N853UA,AIRBUS,2002-09-06,A319-131,1,Fixed Wing Multi-Engine,Turbo-Jet
N854AE,EMBRAER,2003-07-28,EMB-135KL,1,Fixed Wing Multi-Engine,Turbo-Jet
N854AS,BOMBARDIER INC,2004-05-06,CL-600-2B19,1,Fixed Wing Multi-Engine,Turbo-Fan
N854NW,AIRBUS,2004-09-23,A330-223,1,Fixed Wing Multi-Engine,Turbo-Fan
N854UA,AIRBUS,2002-09-09,A319-131,1,Fixed Wing Multi-Engine,Turbo-Jet
N855AE,EMBRAER,2003-08-25,EMB-135KL,1,Fixed Wing Multi-Engine,Turbo-Jet
N855AS,BOMBARDIER INC,2004-04-23,CL-600-2B19,1,Fixed Wing Multi-Engine,Turbo-Fan
N855NW,AIRBUS,2004-10-07,A330-223,1,Fixed Wing Multi-Engine,Turbo-Fan
N855UA,AIRBUS,2002-09-06,A319-131,1,Fixed Wing Multi-Engine,Turbo-Jet
N856AE,EMBRAER,2003-08-26,EMB-135KL,1,Fixed Wing Multi-Engine,Turbo-Jet
N856AS,BOMBARDIER INC,2004-05-18,CL-600-2B19,1,Fixed Wing Multi-Engine,Turbo-Fan
N856NW,AIRBUS,2004-10-25,A330-223,1,Fixed Wing Multi-Engine,Turbo-Fan
N857AE,EMBRAER,2003-09-16,EMB-135KL,1,Fixed Wing Multi-Engine,Turbo-Jet
N857AS,BOMBARDIER INC,2004-04-22,CL-600-2B19,1,Fixed Wing Multi-Engine,Turbo-Fan
N857NW,AIRBUS,2004-11-16,A330-223,1,Fixed Wing Multi-Engine,Turbo-Fan
N858AE,EMBRAER,2003-09-23,EMB-135KL,1,Fixed Wing Multi-Engine,Turbo-Jet
N858AS,BOMBARDIER INC,2004-04-30,CL-600-2B19,1,Fixed Wing Multi-Engine,Turbo-Fan
N859AS,BOMBARDIER INC,2004-05-06,CL-600-2B19,1,Fixed Wing Multi-Engine,Turbo-Fan
N859NW,AIRBUS,2006-02-08,A330-223,1,Fixed Wing Multi-Engine,Turbo-Fan
N860AS,BOMBARDIER INC,2004-04-15,CL-600-2B19,1,Fixed Wing Multi-Engine,Turbo-Fan
N860DA,BOEING,1999-03-24,777-232,1,Fixed Wing Multi-Engine,Turbo-Jet
N861AS,BOMBARDIER INC,2004-04-30,CL-600-2B19,1,Fixed Wing Multi-Engine,Turbo-Fan
N861DA,BOEING,1999-03-31,777-232,1,Fixed Wing Multi-Engine,Turbo-Jet
N862AS,BOMBARDIER INC,2001-01-31,CL-600-2B19,1,Fixed Wing Multi-Engine,Turbo-Fan
N862DA,BOEING,1999-12-15,777-232,1,Fixed Wing Multi-Engine,Turbo-Jet
N863AS,BOMBARDIER INC,2001-03-22,CL-600-2B19,1,Fixed Wing Multi-Engine,Turbo-Fan
N863DA,BOEING,1999-12-22,777-232,1,Fixed Wing Multi-Engine,Turbo-Jet
N864AS,BOMBARDIER INC,2001-04-26,CL-600-2B19,1,Fixed Wing Multi-Engine,Turbo-Fan
N864DA,BOEING,1999-12-20,777-232,1,Fixed Wing Multi-Engine,Turbo-Jet
N865AS,BOMBARDIER INC,2001-05-11,CL-600-2B19,1,Fixed Wing Multi-Engine,Turbo-Fan
N865DA,BOEING,1999-12-09,777-232,1,Fixed Wing Multi-Engine,Turbo-Jet
N866AS,BOMBARDIER INC,2001-06-15,CL-600-2B19,1,Fixed Wing Multi-Engine,Turbo-Fan
N866DA,BOEING,1999-12-15,777-232,1,Fixed Wing Multi-Engine,Turbo-Jet
N867AS,BOMBARDIER INC,2004-05-10,CL-600-2B19,1,Fixed Wing Multi-Engine,Turbo-Fan
N867DA,BOEING,2002-03-15,777-232,1,Fixed Wing Multi-Engine,Turbo-Jet
N868AS,BOMBARDIER INC,2001-01-30,CL-600-2B19,1,Fixed Wing Multi-Engine,Turbo-Fan
N868CA,BOMBARDIER INC,2000-09-26,CL-600-2B19,1,Fixed Wing Multi-Engine,Turbo-Fan
N869AS,BOMBARDIER INC,2001-02-23,CL-600-2B19,1,Fixed Wing Multi-Engine,Turbo-Fan
N870AS,BOMBARDIER INC,2004-04-16,CL-600-2B19,1,Fixed Wing Multi-Engine,Turbo-Fan
N871AS,BOMBARDIER INC,2004-04-16,CL-600-2B19,1,Fixed Wing Multi-Engine,Turbo-Fan
N872AS,BOMBARDIER INC,2001-09-06,CL-600-2B19,1,Fixed Wing Multi-Engine,Turbo-Fan
N87353,BOMBARDIER INC,2000-12-29,CL-600-2B19,1,Fixed Wing Multi-Engine,Turbo-Fan
N873AS,BOMBARDIER INC,2001-11-08,CL-600-2B19,1,Fixed Wing Multi-Engine,Turbo-Fan
N874AS,BOMBARDIER INC,2001-11-15,CL-600-2B19,1,Fixed Wing Multi-Engine,Turbo-Fan
N87507,BOEING,2008-01-28,737-824,1,Fixed Wing Multi-Engine,Turbo-Fan
N875AS,BOMBARDIER INC,2001-12-12,CL-600-2B19,1,Fixed Wing Multi-Engine,Turbo-Fan
N876AS,BOMBARDIER INC,2002-01-03,CL-600-2B19,1,Fixed Wing Multi-Engine,Turbo-Fan
N877AS,BOMBARDIER INC,2002-01-04,CL-600-2B19,1,Fixed Wing Multi-Engine,Turbo-Fan
N878AS,BOMBARDIER INC,2002-01-25,CL-600-2B19,1,Fixed Wing Multi-Engine,Turbo-Fan
N879AS,BOMBARDIER INC,2002-01-31,CL-600-2B19,1,Fixed Wing Multi-Engine,Turbo-Fan
N880AS,BOMBARDIER INC,2002-02-28,CL-600-2B19,1,Fixed Wing Multi-Engine,Turbo-Fan
N881AS,BOMBARDIER INC,2001-08-23,CL-600-2B19,1,Fixed Wing Multi-Engine,Turbo-Fan
N882AS,BOMBARDIER INC,2001-08-24,CL-600-2B19,1,Fixed Wing Multi-Engine,Turbo-Fan
N883AS,BOMBARDIER INC,2001-09-06,CL-600-2B19,1,Fixed Wing Multi-Engine,Turbo-Fan
N884AS,BOMBARDIER INC,2001-08-22,CL-600-2B19,1,Fixed Wing Multi-Engine,Turbo-Fan
N885AS,BOMBARDIER INC,2001-11-09,CL-600-2B19,1,Fixed Wing Multi-Engine,Turbo-Fan
N886AS,BOMBARDIER INC,2001-12-12,CL-600-2B19,1,Fixed Wing Multi-Engine,Turbo-Fan
N889AS,BOMBARDIER INC,2001-11-15,CL-600-2B19,1,Fixed Wing Multi-Engine,Turbo-Fan
N891AT,BOEING,2004-05-24,717-200,1,Fixed Wing Multi-Engine,Turbo-Fan
N8920E,DOUGLAS,1994-08-02,DC-9-31,1,Fixed Wing Multi-Engine,Turbo-Jet
N8921E,DOUGLAS,1994-08-02,DC-9-31,1,Fixed Wing Multi-Engine,Turbo-Jet
N8923E,DOUGLAS,1994-08-02,DC-9-31,1,Fixed Wing Multi-Engine,Turbo-Jet
N8925E,DOUGLAS,1994-08-02,DC-9-31,1,Fixed Wing Multi-Engine,Turbo-Jet
N8926E,DOUGLAS,1994-08-02,DC-9-31,1,Fixed Wing Multi-Engine,Turbo-Jet
N8928E,DOUGLAS,1994-08-02,DC-9-31,1,Fixed Wing Multi-Engine,Turbo-Jet
N8929E,DOUGLAS,1994-08-02,DC-9-31,1,Fixed Wing Multi-Engine,Turbo-Jet
N892AT,BOEING,2004-09-09,717-200,1,Fixed Wing Multi-Engine,Turbo-Fan
N8932E,DOUGLAS,2004-06-16,DC-9-31,1,Fixed Wing Multi-Engine,Turbo-Jet
N8933E,DOUGLAS,2004-06-21,DC-9-31,1,Fixed Wing Multi-Engine,Turbo-Jet
N8938E,DOUGLAS,1995-03-13,DC-9-31,1,Fixed Wing Multi-Engine,Turbo-Jet
N893AT,BOEING,2005-01-18,717-200,1,Fixed Wing Multi-Engine,Turbo-Fan
N8944E,DOUGLAS,1994-08-02,DC-9-31,1,Fixed Wing Multi-Engine,Turbo-Jet
N8945E,DOUGLAS,1994-08-02,DC-9-31,1,Fixed Wing Multi-Engine,Turbo-Jet
N894AT,BOEING,2005-01-13,717-200,1,Fixed Wing Multi-Engine,Turbo-Fan
N895AT,BOEING,2005-02-11,717-200,1,Fixed Wing Multi-Engine,Turbo-Fan
N8960E,DOUGLAS,1994-08-02,DC-9-31,1,Fixed Wing Multi-Engine,Turbo-Jet
N896AT,BOEING,2005-03-22,717-200,1,Fixed Wing Multi-Engine,Turbo-Fan
N8978E,DOUGLAS,1994-08-02,DC-9-31,1,Fixed Wing Multi-Engine,Turbo-Jet
N8986E,DOUGLAS,1995-05-01,DC-9-31,1,Fixed Wing Multi-Engine,Turbo-Jet
N899AT,BOEING,2005-05-11,717-200,1,Fixed Wing Multi-Engine,Turbo-Fan
N900AE,EMBRAER,2005-01-25,EMB-145LR,1,Fixed Wing Multi-Engine,Turbo-Fan
N900DE,MCDONNELL DOUGLAS CORPORATION,1992-03-30,MD-88,1,Fixed Wing Multi-Engine,Turbo-Jet
N900EV,BOMBARDIER INC,2002-01-24,CL-600-2B19,1,Fixed Wing Multi-Engine,Turbo-Fan
N900PC,BOEING,1997-01-27,757-26D,1,Fixed Wing Multi-Engine,Turbo-Jet
N900WN,BOEING,2007-12-21,737-7H4,1,Fixed Wing Multi-Engine,Turbo-Fan
N901AW,BOEING,1999-12-30,757-2S7,1,Fixed Wing Multi-Engine,Turbo-Jet
N901DA,MCDONNELL DOUGLAS,1995-07-13,MD-90-30,1,Fixed Wing Multi-Engine,Turbo-Jet
N901DE,MCDONNELL DOUGLAS CORPORATION,1992-04-29,MD-88,1,Fixed Wing Multi-Engine,Turbo-Jet
N901EV,BOMBARDIER INC,2002-01-31,CL-600-2B19,1,Fixed Wing Multi-Engine,Turbo-Fan
N901FR,AIRBUS INDUSTRIE,2001-05-09,A319-112,1,Fixed Wing Multi-Engine,Turbo-Jet
N901WN,BOEING,2007-12-31,737-7H4,1,Fixed Wing Multi-Engine,Turbo-Fan
N902AE,SAAB-SCANIA,1998-05-29,SAAB 340B,1,Fixed Wing Multi-Engine,Turbo-Prop
N902AW,BOEING,1999-12-30,757-2S7,1,Fixed Wing Multi-Engine,Turbo-Jet
N902BC,EMBRAER,2005-01-31,EMB-145LR,1,Fixed Wing Multi-Engine,Turbo-Fan
N902DA,MCDONNELL DOUGLAS,1995-04-26,MD-90-30,1,Fixed Wing Multi-Engine,Turbo-Jet
N902DE,MCDONNELL DOUGLAS CORPORATION,1992-05-01,MD-88,1,Fixed Wing Multi-Engine,Turbo-Jet
N902EV,BOMBARDIER INC,2002-03-20,CL-600-2B19,1,Fixed Wing Multi-Engine,Turbo-Fan
N902FJ,BOMBARDIER INC,2003-06-13,CL600-2D24,1,Fixed Wing Multi-Engine,Turbo-Fan
N902FR,AIRBUS INDUSTRIE,2002-11-20,A319-111,1,Fixed Wing Multi-Engine,Turbo-Jet
N902UA,BOEING,1993-04-30,737-522,1,Fixed Wing Multi-Engine,Turbo-Fan
